matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
10988,AngryyKitten,"NA1_4204273541",14,22,11575,2.4,18498,1,1813,10,1
10989,AngryyKitten,"NA1_4201549826",21,36,16073,2.2,17429,4,1890,10,1
10990,AngryyKitten,"NA1_4200484096",18,43,7955,1.8,9073,4,1971,10,1
10991,AngryyKitten,"NA1_4200447584",1,-6,5170,0.6,12093,3,1535,10,1
10992,AngryyKitten,"NA1_4200431124",6,10,8391,1.6,13096,0,1671,10,1
10993,AngryyKitten,"NA1_4200403976",10,10,5196,0.8,8857,4,1423,10,1
10994,AngryyKitten,"NA1_4183651163",8,5,1784,0.2,2750,2,2166,10,1
10995,AngryyKitten,"NA1_4183593222",6,38,2219,0.2,10831,2,1755,10,1
10996,AngryyKitten,"NA1_4171952830",-18,-21,-9403,-1.2,-14920,-4,2013,10,0
10997,AngryyKitten,"NA1_4159762044",17,12,15211,1.4,21765,0,1235,10,1
10998,AngryyKitten,"NA1_4159676717",8,9,7516,1.2,3228,0,1726,10,1
10999,AngryyKitten,"NA1_4159680177",21,13,10887,0.8,18945,2,1657,10,1
11000,AngryyKitten,"NA1_4149591412",-19,-16,-13620,-2.2,-15980,-4,1682,10,0
11001,AngryyKitten,"NA1_4128927269",-15,-47,-9447,-1.6,-1778,-3,2033,10,0
11002,AngryyKitten,"NA1_4128879635",-39,-42,-14894,-1.8,6325,-4,2215,10,0
11003,AngryyKitten,"NA1_4128855425",-28,-19,-15872,-2.6,-20922,-4,1533,10,0
11004,AngryyKitten,"NA1_4122491439",1,-6,5554,0.4,5707,3,1992,10,1
11005,AngryyKitten,"NA1_4116374887",-2,-29,-2425,-0.4,8565,-2,2536,10,0
11006,AngryyKitten,"NA1_4100361502",-22,-33,-12496,-1.4,-21473,-4,1465,10,0
11007,AngryyKitten,"NA1_4095476763",19,44,10336,1.8,11350,5,1818,10,1
11008,AngryyKitten,"NA1_4095499793",-12,-5,-6689,-0.6,-15845,0,1758,10,0
11009,AngryyKitten,"NA1_4094892075",-5,-11,2365,-1,17389,1,1902,10,1
11010,AngryyKitten,"NA1_4092764652",-5,-8,-8748,-1,-15927,-2,1670,10,0
11011,AngryyKitten,"NA1_4091729410",3,-6,8836,0.2,21482,3,1889,10,1
11012,AngryyKitten,"NA1_4087846575",15,10,7973,1.2,12972,3,1920,10,1
11013,AngryyKitten,"NA1_4087861694",0,-12,-2565,-1,-7659,1,2076,10,0
11014,AngryyKitten,"NA1_4087762635",4,-8,12858,1,13122,1,1935,10,1
11015,Slappuku,"NA1_4229332637",-21,-30,-12529,-2,-10430,-1,1924,10,0
11016,Slappuku,"NA1_4226634669",-12,-11,-8415,-1.8,-4246,-4,1424,10,0
11017,Slappuku,"NA1_4226597763",1,19,4997,1,7272,2,2340,10,1
11018,Slappuku,"NA1_4217368207",-4,-5,-2815,0.4,-14818,2,2388,10,0
11019,Slappuku,"NA1_4213566909",11,17,-4240,0.2,-14047,1,2304,10,0
11020,Slappuku,"NA1_4212779690",-12,-9,-15587,-1.8,-19124,-3,1419,10,0
11021,Slappuku,"NA1_4212435745",-1,13,-5542,-0.2,-21531,-2,1746,10,0
11022,Slappuku,"NA1_4212095576",-22,-42,-12305,-1.8,-20990,-3,1855,10,0
11023,Slappuku,"NA1_4210285000",3,10,7410,0.8,19625,2,2099,10,1
11024,Slappuku,"NA1_4210082472",-18,-38,-4962,-0.8,243,-4,1646,10,0
11025,Slappuku,"NA1_4207789788",-15,-31,-14284,-1.4,-10736,-4,1662,10,0
11026,Slappuku,"NA1_4207406821",4,26,-6446,0.2,-8399,1,2772,10,0
11027,Slappuku,"NA1_4206644192",-1,1,-3925,-0.2,-13571,-1,1538,10,0
11028,Slappuku,"NA1_4206409046",-13,-41,-5660,-0.8,-16955,-4,1942,10,0
11029,Slappuku,"NA1_4205349470",18,-5,14479,1.8,15184,2,1659,10,1
11030,Slappuku,"NA1_4205090439",28,49,9374,0.8,9749,4,2075,10,1
11031,Slappuku,"NA1_4205047594",-1,-1,-1138,-0.2,-66,0,201,10,0
11032,Slappuku,"NA1_4204666680",7,0,2736,0.4,9112,0,2140,10,1
11033,Slappuku,"NA1_4204110635",19,28,9829,1.2,15218,1,1910,10,1
11034,Slappuku,"NA1_4203502831",-16,-34,-8444,-1.2,1040,0,1384,10,0
11035,Slappuku,"NA1_4203468072",4,15,4410,1.2,1396,4,1675,10,1
11036,Slappuku,"NA1_4202477797",-4,0,-4435,-0.8,-2220,-1,1731,10,0
11037,Slappuku,"NA1_4202353333",-21,-29,-10186,-1,-13618,-2,1736,10,0
11038,Slappuku,"NA1_4195682565",19,20,8743,0.8,16303,4,1783,10,1
11039,Slappuku,"NA1_4195557641",13,27,7307,1.6,12030,4,1616,10,1
11040,Slappuku,"NA1_4192626516",-2,-19,-8528,-1.8,-12134,0,1675,10,0
11041,Slappuku,"NA1_4192632685",-18,-27,-13620,-1.8,-18693,-1,1269,10,0
11042,Slappuku,"NA1_4192468716",-6,-25,3010,-0.6,-545,-3,2156,10,0
11043,Slappuku,"NA1_4192481378",-11,-29,-7790,-1.6,-9808,1,1450,10,0
11044,Slappuku,"NA1_4192028011",-5,3,-3806,0,-5793,-3,2260,10,0
11045,Slappuku,"NA1_4190150132",9,7,-8,-0.2,5245,-3,2703,10,0
11046,Slappuku,"NA1_4190092319",-3,-2,-7198,-1.6,-6973,-1,1785,10,0
11047,Slappuku,"NA1_4189893825",16,27,13624,2.2,14873,1,1211,10,1
11048,Slappuku,"NA1_4189861295",-12,-11,-9157,-1.6,-7585,-3,1758,10,0
11049,Slappuku,"NA1_4188475537",14,22,10285,1.8,-6444,0,1929,10,1
11050,Slappuku,"NA1_4188318174",-6,-2,2183,0.6,-1840,5,2086,10,1
11051,Slappuku,"NA1_4187811105",-14,-10,-2655,-0,5730,-4,2374,10,1
11052,Slappuku,"NA1_4187741444",15,40,8637,1.2,37559,0,1796,10,1
11053,Slappuku,"NA1_4186303316",20,26,14058,2.2,9123,1,1478,10,1
11054,Slappuku,"NA1_4186207304",-5,-6,-6449,-1.2,-6928,-4,1927,10,0
11055,Slappuku,"NA1_4186150638",-8,-9,5453,0.6,21828,2,2073,10,1
11056,Slappuku,"NA1_4186004340",1,1,-1499,0,-6773,1,1994,10,0
11057,Slappuku,"NA1_4185916784",-7,-14,-9362,-1,-13742,-2,1809,10,0
11058,Slappuku,"NA1_4185809099",10,24,12408,1.4,13067,4,1708,10,1
11059,Slappuku,"NA1_4185833463",18,33,13751,1.6,22759,1,1333,10,1
11060,Slappuku,"NA1_4185698831",7,31,7030,1.2,5834,2,1946,10,1
11061,Slappuku,"NA1_4185628154",-12,-11,-14647,-2,-18004,-1,1167,10,0
11062,Slappuku,"NA1_4185652222",8,-12,10432,0.6,9603,0,2364,10,1
11063,Slappuku,"NA1_4185339008",5,12,5404,0.4,12324,-1,2170,10,1
11064,Slappuku,"NA1_4184832288",-9,-12,4771,0.6,-2885,-2,2389,10,1
11065,TypicalSoundzz,"NA1_4264936846",4,7,-4720,-0.2,-6459,-4,1757,10,0
11066,TypicalSoundzz,"NA1_4264176548",-24,-35,-18294,-1.6,-21347,-3,1996,10,0
11067,TypicalSoundzz,"NA1_4264131186",-18,-23,-7155,-1,-5294,0,1591,10,0
11068,TypicalSoundzz,"NA1_4263985170",-8,-12,-10647,-1.4,-13532,-2,1803,10,0
11069,TypicalSoundzz,"NA1_4263980504",24,43,9186,1.8,9308,1,1384,10,1
11070,TypicalSoundzz,"NA1_4262187768",25,62,15450,1.4,15721,4,1564,10,1
11071,TypicalSoundzz,"NA1_4261152477",4,13,6040,1.2,4009,-1,1897,10,1
11072,TypicalSoundzz,"NA1_4260007294",-6,-40,-1083,-0.4,1539,0,2021,10,0
11073,TypicalSoundzz,"NA1_4259983869",-11,-14,-8579,-1.4,-16506,-4,1827,10,0
11074,TypicalSoundzz,"NA1_4259079510",3,17,11145,1.2,15020,-1,1914,10,1
11075,TypicalSoundzz,"NA1_4259075737",18,7,9494,1.8,11150,2,1394,10,1
11076,TypicalSoundzz,"NA1_4257932946",-15,-31,-6032,-1.2,-3343,-4,2226,10,0
11077,TypicalSoundzz,"NA1_4257230561",16,11,4590,0.8,16392,2,1775,10,1
11078,TypicalSoundzz,"NA1_4256241632",0,-3,10000,1,3900,3,1933,10,1
11079,TypicalSoundzz,"NA1_4256164370",21,18,8489,1.6,-4612,2,2087,10,1
11080,TypicalSoundzz,"NA1_4255401383",27,30,12531,2,8415,4,1724,10,1
11081,TypicalSoundzz,"NA1_4255351325",16,4,11238,1.6,14604,0,1125,10,1
11082,TypicalSoundzz,"NA1_4254556170",-5,-2,-8240,-1,-13310,1,1735,10,0
11083,TypicalSoundzz,"NA1_4254510623",1,-6,-8044,-1.2,-12306,0,1994,10,0
11084,TypicalSoundzz,"NA1_4251367734",-3,-27,-2834,-0.2,-7974,3,2365,10,0
11085,TypicalSoundzz,"NA1_4251335145",16,21,13297,1.8,8356,3,1452,10,1
11086,TypicalSoundzz,"NA1_4251312243",-1,-8,4879,1.4,2306,3,1350,10,1
11087,TypicalSoundzz,"NA1_4251277086",-3,8,2316,0.4,-899,-1,2058,10,1
11088,TypicalSoundzz,"NA1_4250608191",-4,-1,-3088,-0.4,-1344,-2,928,10,0
11089,TypicalSoundzz,"NA1_4249737590",32,45,19267,2.4,23019,3,1295,10,1
11090,TypicalSoundzz,"NA1_4249751579",11,24,9262,0.8,7294,2,2428,10,1
11091,TypicalSoundzz,"NA1_4249702545",-2,-6,-9891,-1,-24217,-2,1665,10,0
11092,TypicalSoundzz,"NA1_4248757417",-14,-16,-3543,-1,-8805,0,1807,10,0
11093,TypicalSoundzz,"NA1_4247905232",1,24,4783,0.8,1482,0,1762,10,1
11094,TypicalSoundzz,"NA1_4246144999",-15,-35,-6579,-0.6,-3985,-2,2081,10,0
11095,TypicalSoundzz,"NA1_4246039636",-16,-45,-9395,-1.8,-7964,-4,1763,10,0
11096,TypicalSoundzz,"NA1_4245759850",-7,-9,-3087,-1.2,-7939,-3,2134,10,0
11097,TypicalSoundzz,"NA1_4245734220",16,44,9110,1.6,6080,1,1387,10,1
11098,TypicalSoundzz,"NA1_4245638063",-15,-33,-9387,-1.6,-3827,-3,1815,10,0
11099,TypicalSoundzz,"NA1_4245094874",-7,-20,-3995,-0.8,2583,-4,2413,10,0
11100,TypicalSoundzz,"NA1_4245080252",14,4,10583,1.2,15899,0,1737,10,1
11101,TypicalSoundzz,"NA1_4244883045",17,7,10502,1.6,7092,3,1245,10,1
11102,TypicalSoundzz,"NA1_4244732332",-1,-7,-4675,-1.2,-14149,1,1506,10,0
11103,TypicalSoundzz,"NA1_4244730821",-20,-13,-13989,-1.8,-9615,-2,935,10,0
11104,TypicalSoundzz,"NA1_4242200490",13,3,14736,1.4,26426,3,1353,10,1
11105,TypicalSoundzz,"NA1_4242146495",-9,-5,-7612,-0.8,-15362,-1,1898,10,0
11106,TypicalSoundzz,"NA1_4241490586",-6,-6,523,0.2,8518,2,2109,10,1
11107,TypicalSoundzz,"NA1_4240512297",-12,1,-8996,-0.8,-18571,-3,1618,10,0
11108,TypicalSoundzz,"NA1_4240296337",9,28,7234,1.2,18210,5,1974,10,1
11109,TypicalSoundzz,"NA1_4239179788",13,10,10852,0.4,9970,3,1240,10,1
11110,TypicalSoundzz,"NA1_4239176785",-10,-6,-7970,-0.8,-5737,-4,1635,10,0
11111,TypicalSoundzz,"NA1_4238293201",-11,-14,-7703,-1.4,-6889,-2,1541,10,0
11112,TypicalSoundzz,"NA1_4238290094",11,2,6360,1.2,7592,4,1573,10,1
11113,TypicalSoundzz,"NA1_4238198224",25,13,16814,1.8,23276,2,1088,10,1
11114,TypicalSoundzz,"NA1_4237525470",9,12,114,-0.6,9153,-2,2288,10,0
11115,Sible,"NA1_4262851005",4,7,10973,0.4,3502,3,2724,10,1
11116,Sible,"NA1_4262798202",-18,-29,-13463,-1.6,-19203,-3,1372,10,0
11117,Sible,"NA1_4262785816",-15,-9,-16773,-2.2,-16693,-3,1120,10,0
11118,Sible,"NA1_4262782185",5,13,5797,1.8,-3516,2,1657,10,1
11119,Sible,"NA1_4262769011",8,-5,9899,1.4,17412,4,1590,10,1
11120,Sible,"NA1_4191604668",1,6,-5935,-1.6,-4841,0,2395,10,0
11121,Sible,"NA1_4191590533",8,20,6206,0.6,1853,3,1050,10,1
11122,Sible,"NA1_4183141278",-8,-20,-2611,-0.8,10389,-4,2314,10,0
11123,Sible,"NA1_4183075558",24,17,20418,2.6,19025,2,993,10,1
11124,Sible,"NA1_4182798224",12,7,11279,0.6,21925,2,1509,10,1
11125,Sible,"NA1_4182796189",-16,-29,-8429,-1,-10777,1,1845,10,0
11126,Sible,"NA1_4181332395",-16,-37,-10390,-1.2,-7125,-4,1897,10,0
11127,Sible,"NA1_4181294489",16,10,13308,1.8,20516,1,1385,10,1
11128,Sible,"NA1_4181271055",-27,-27,-19343,-2,-24492,-4,1573,10,0
11129,Sible,"NA1_4181212527",-11,-5,-7409,-0.4,-36404,-3,2119,10,0
11130,Sible,"NA1_4180868921",7,22,-5848,-0.6,-19181,-5,1985,10,0
11131,Sible,"NA1_4180207987",15,21,11854,2,12688,4,1762,10,1
11132,Sible,"NA1_4169805672",20,19,7730,0.4,16493,4,1682,10,1
11133,Sible,"NA1_4169709579",13,21,4823,0,9102,-1,1880,10,1
11134,Sible,"NA1_4169750167",-8,-22,-5031,-0.8,-12197,-1,2126,10,0
11135,Sible,"NA1_4053771213",-12,-16,-6780,-0.6,-4118,-2,911539,10,0
11136,Sible,"NA1_4053698087",-20,-24,-11385,-1.8,-12589,-1,1606930,10,0
11137,Sible,"NA1_4053665707",-7,7,-6870,-1.2,-19595,1,1691992,10,0
11138,Sible,"NA1_4053653276",-12,-16,-12797,-1.4,-19897,1,1300450,10,0
11139,Sible,"NA1_4052675158",4,5,427,0.6,4603,-1,1740804,10,1
11140,Sible,"NA1_4052672085",15,21,11152,1.8,15129,4,1673985,10,1
11141,Sible,"NA1_3985002017",-6,14,3286,-0.2,10554,1,2108427,10,1
11142,Sible,"NA1_3980160016",-19,-23,-10354,-0.8,-23155,-3,1934307,10,0
11143,Sible,"NA1_3980068382",-20,-33,-10468,-1.6,-12470,-2,1190171,10,0
11144,Sible,"NA1_3980085268",17,23,9369,1.2,7463,1,1302254,10,1
11145,Sible,"NA1_3980092549",11,35,5852,1.2,15228,-1,1615267,10,1
11146,Sible,"NA1_3980070897",19,23,15115,1.6,48113,3,1278774,10,1
11147,Sible,"NA1_3979989113",-7,-11,-6701,-0.2,-4075,-1,959693,10,0
11148,Sible,"NA1_3978038401",-5,-33,-5140,-0.8,8327,3,2107598,10,0
11149,Sible,"NA1_3976267293",-11,-18,-10722,-1.4,-14110,-1,1638176,10,0
11150,Sible,"NA1_3976281347",-1,-4,9164,1,14605,3,1938539,10,1
11151,Sible,"NA1_3976234510",5,15,5211,1,9538,-1,2027753,10,1
11152,Sible,"NA1_3975052387",-7,-18,-5809,-1.2,-9205,-4,1607553,10,0
11153,Sible,"NA1_3974999960",-9,-36,-8504,-1.4,-7319,3,1506898,10,0
11154,Sible,"NA1_3974935576",15,25,10155,1.6,7314,-2,1808435,10,1
11155,Sible,"NA1_3974940616",-13,-17,-10853,-1.2,-16957,-2,1171481,10,0
11156,Sible,"NA1_3973971655",-11,-14,-5946,-0.6,-11984,-1,1680674,10,0
11157,Sible,"NA1_3973909057",12,7,7896,1.2,3615,2,983355,10,1
11158,Sible,"NA1_3973905832",17,18,11689,1.4,14939,1,1327699,10,1
11159,Sible,"NA1_3973891273",30,56,14195,2.2,8912,3,1810517,10,1
11160,Sible,"NA1_3973877753",-16,-5,-11516,-1.2,-15771,-2,1574644,10,0
11161,Sible,"NA1_3973852235",3,-12,6187,0.2,-4718,0,2372039,10,1
11162,Sible,"NA1_3972447528",-22,-23,-16176,-1.8,-23454,1,1351978,10,0
11163,Sible,"NA1_3972464851",-5,-28,-2910,0,-11052,-4,1948647,10,0
11164,Sible,"NA1_3972283197",-16,-27,-15407,-2.4,-20457,1,996539,10,0
11165,SmiteGod69,"NA1_4245234498",9,35,7706,1.2,-5219,0,1512,10,1
11166,SmiteGod69,"NA1_4244881959",16,44,14513,2.2,20010,2,1745,10,1
11167,SmiteGod69,"NA1_4242808815",-13,-31,-9254,-1.6,-14388,-2,1707,10,0
11168,SmiteGod69,"NA1_4242760268",4,17,-2121,0.2,-13295,1,2693,10,0
11169,SmiteGod69,"NA1_4242708625",-23,-42,-6685,-2.2,5810,2,1750,10,0
11170,SmiteGod69,"NA1_4242754598",11,7,10599,1.4,21871,-2,1592,10,1
11171,SmiteGod69,"NA1_4242577552",8,21,11962,2,11675,0,1656,10,1
11172,SmiteGod69,"NA1_4242561729",7,-5,8912,1.4,770,0,1744,10,1
11173,SmiteGod69,"NA1_4241938565",-22,-14,-16502,-1.2,-14891,-3,1294,10,0
11174,SmiteGod69,"NA1_4241227840",25,49,15943,1.4,23502,1,1617,10,1
11175,SmiteGod69,"NA1_4241242636",-15,-18,-11211,-0.8,-11884,0,1333,10,0
11176,SmiteGod69,"NA1_4240959802",10,10,9091,1.6,16396,3,1292,10,1
11177,SmiteGod69,"NA1_4240138157",-12,-27,-9769,-1.8,-3720,0,1751,10,0
11178,SmiteGod69,"NA1_4234609759",17,21,10356,1.6,13790,0,1629,10,1
11179,SmiteGod69,"NA1_4234286041",-14,-50,-11456,-1.4,-11984,-3,1961,10,0
11180,SmiteGod69,"NA1_4201698501",2,13,8081,1.8,6396,0,1838,10,1
11181,SmiteGod69,"NA1_4201306825",-17,-28,-9146,-1.6,-11144,-5,1924,10,0
11182,SmiteGod69,"NA1_4201257407",-17,-22,-16179,-2.2,-20595,-3,1839,10,0
11183,SmiteGod69,"NA1_4200713050",13,13,10909,1.4,18976,2,1621,10,1
11184,SmiteGod69,"NA1_4200680990",12,3,3692,-0,15344,-2,2166,10,1
11185,SmiteGod69,"NA1_4200575258",19,45,12781,1.6,14314,0,1556,10,1
11186,SmiteGod69,"NA1_4200346041",12,6,5239,1.2,9995,2,2196,10,1
11187,SmiteGod69,"NA1_4200129533",1,4,4058,1,5451,0,1860,10,1
11188,SmiteGod69,"NA1_4200103260",-10,-33,-5638,-1,-10851,1,1829,10,0
11189,SmiteGod69,"NA1_4198791395",6,-2,10145,1.2,24717,2,1735,10,1
11190,SmiteGod69,"NA1_4198721544",9,-1,11862,1.2,14621,2,1664,10,1
11191,SmiteGod69,"NA1_4198482438",-23,-19,-12013,-1.6,-11743,-3,1273,10,0
11192,SmiteGod69,"NA1_4194568948",-7,-28,-5948,-1.4,-3012,-2,1886,10,0
11193,SmiteGod69,"NA1_4194521903",-11,-13,-12205,-1.6,-7057,-1,1243,10,0
11194,SmiteGod69,"NA1_4194491434",10,9,4023,0.4,7716,0,1925,10,1
11195,SmiteGod69,"NA1_4193532097",-3,4,-5214,-1.4,-6439,1,632,10,0
11196,SmiteGod69,"NA1_4193448565",-24,-28,-13012,-2,-11116,-4,1533,10,0
11197,SmiteGod69,"NA1_4193454458",-23,-6,-14421,-0.8,-15533,-3,1647,10,0
11198,SmiteGod69,"NA1_4193200824",25,28,16775,1.6,20663,3,1404,10,1
11199,SmiteGod69,"NA1_4193103623",-14,-11,-9261,-1.4,-6507,0,1637,10,0
11200,SmiteGod69,"NA1_4193025565",23,37,13756,1.8,10774,1,1106,10,1
11201,SmiteGod69,"NA1_4192948974",20,24,16973,1.8,17159,0,1275,10,1
11202,SmiteGod69,"NA1_4192943104",15,22,10969,2,7735,3,1123,10,1
11203,SmiteGod69,"NA1_4191781845",14,16,6184,1.2,9529,2,1287,10,1
11204,SmiteGod69,"NA1_4191681699",35,17,14550,2,18426,1,1690,10,1
11205,SmiteGod69,"NA1_4191675340",-12,-25,-14848,-2.6,-23721,-2,1165,10,0
11206,SmiteGod69,"NA1_4191619252",-16,-45,-10930,-2,-12409,-2,1687,10,0
11207,SmiteGod69,"NA1_4191592179",9,37,1236,0.2,376,-4,2089,10,1
11208,SmiteGod69,"NA1_4191554530",-1,-11,325,0,16490,1,1642,10,1
11209,SmiteGod69,"NA1_4191500243",7,5,12515,1.2,17467,3,2012,10,1
11210,SmiteGod69,"NA1_4191436297",-22,-17,-14399,-1.8,-16973,-3,1803,10,0
11211,SmiteGod69,"NA1_4191423304",-20,1,-17460,-1.8,-19976,-3,1424,10,0
11212,SmiteGod69,"NA1_4191430333",12,30,9862,1,16143,1,1524,10,1
11213,SmiteGod69,"NA1_4191376909",-11,-26,-15189,-2,-9825,-4,1779,10,0
11214,SmiteGod69,"NA1_4191345574",-10,-7,-6166,-1,-1133,-1,648,10,0
11215,jgSHYVANA,"NA1_4196072639",-6,-5,-6185,-0.8,-6188,3,1739,10,0
11216,jgSHYVANA,"NA1_4195982740",17,29,5024,0.4,1264,-2,2196,10,1
11217,jgSHYVANA,"NA1_4195933131",17,8,16764,1.6,16984,4,1810,10,1
11218,jgSHYVANA,"NA1_4195674719",9,-1,8421,0.4,15952,0,2191,10,1
11219,jgSHYVANA,"NA1_4195368600",-25,-31,-9852,-2,-15426,-2,2320,10,0
11220,jgSHYVANA,"NA1_4195393337",-10,-27,-2581,-0.4,-16866,0,1638,10,0
11221,jgSHYVANA,"NA1_4195331267",0,-7,3339,0,12293,4,2988,10,1
11222,jgSHYVANA,"NA1_4194447262",13,31,5093,0.8,9193,4,1672,10,1
11223,jgSHYVANA,"NA1_4193132841",-12,-30,-3374,-0.2,6177,1,2837,10,1
11224,jgSHYVANA,"NA1_4193024107",-13,-44,-6066,-1.6,-434,-3,2036,10,0
11225,jgSHYVANA,"NA1_4192824093",11,-1,10635,1.2,16292,3,1878,10,1
11226,jgSHYVANA,"NA1_4192789182",-9,-23,-6680,-1.6,-9057,0,972,10,0
11227,jgSHYVANA,"NA1_4192131856",-8,-10,-9192,-0.8,-14995,-3,1451,10,0
11228,jgSHYVANA,"NA1_4192093432",0,-9,6629,0.8,10100,2,1866,10,1
11229,jgSHYVANA,"NA1_4191494276",-10,-12,-11867,-1.4,-17293,-1,1481,10,0
11230,jgSHYVANA,"NA1_4190723331",-15,-40,-3844,0.2,1346,0,2819,10,1
11231,jgSHYVANA,"NA1_4190674652",-7,-20,-7533,-0.8,112,1,1831,10,0
11232,jgSHYVANA,"NA1_4190601380",13,13,8715,1.4,11675,2,1210,10,1
11233,jgSHYVANA,"NA1_4190521942",-11,14,-8820,-0.4,-15825,1,2255,10,0
11234,jgSHYVANA,"NA1_4190442936",-6,-8,-2025,0,-16219,-2,2039,10,0
11235,jgSHYVANA,"NA1_4190399771",17,39,6789,0.8,-10249,3,2717,10,1
11236,jgSHYVANA,"NA1_4190371991",-19,-30,-7293,-1.2,-20220,-3,1887,10,0
11237,jgSHYVANA,"NA1_4190301746",11,6,2123,0.2,10353,-1,1709,10,1
11238,jgSHYVANA,"NA1_4190203473",-17,12,-6700,0.8,-11785,-7,2786,10,0
11239,jgSHYVANA,"NA1_4189967451",-10,-17,-14937,-1.8,-16855,-4,1598,10,0
11240,jgSHYVANA,"NA1_4189962489",14,37,7539,1.4,-2556,-1,1898,10,1
11241,jgSHYVANA,"NA1_4189937658",15,47,6004,1.2,-4698,1,1836,10,1
11242,jgSHYVANA,"NA1_4189903149",11,19,6014,1.4,114,-1,1904,10,1
11243,jgSHYVANA,"NA1_4189859325",3,5,-1288,0.6,-17613,-3,1855,10,0
11244,jgSHYVANA,"NA1_4189621522",-12,-25,-5718,-0.8,-13869,-3,1818,10,0
11245,jgSHYVANA,"NA1_4189555381",-10,-16,-12049,-1.6,-17682,-4,1627,10,0
11246,jgSHYVANA,"NA1_4189538359",31,38,20867,1.8,17663,4,1422,10,1
11247,jgSHYVANA,"NA1_4189456467",1,9,-8173,-0.4,-11804,-2,2076,10,0
11248,jgSHYVANA,"NA1_4189204463",10,1,8007,0.6,8632,2,997,10,1
11249,jgSHYVANA,"NA1_4189137709",-21,-28,-10671,-1.2,-10529,-1,1380,10,0
11250,jgSHYVANA,"NA1_4189122133",-13,-15,-13628,-2,-20782,-3,1283,10,0
11251,jgSHYVANA,"NA1_4189083238",7,-7,6800,0.6,13138,4,2296,10,1
11252,jgSHYVANA,"NA1_4188997099",-22,-40,-10060,-2,-7968,1,1865,10,0
11253,jgSHYVANA,"NA1_4189011314",14,16,9971,1.8,5754,0,1605,10,1
11254,jgSHYVANA,"NA1_4188883136",-5,20,-833,0,-6445,-1,2108,10,1
11255,jgSHYVANA,"NA1_4188677972",18,36,11664,1.2,8511,4,1503,10,1
11256,jgSHYVANA,"NA1_4188601359",-8,6,-6325,-0.2,-14811,-4,1348,10,0
11257,jgSHYVANA,"NA1_4188486068",15,21,12436,2.2,10191,5,1941,10,1
11258,jgSHYVANA,"NA1_4188510677",7,14,6954,0.8,12794,0,1698,10,1
11259,jgSHYVANA,"NA1_4187990788",-11,-20,-11215,-1.4,-19329,-4,1765,10,0
11260,jgSHYVANA,"NA1_4187911407",11,15,-4903,-0.8,-4814,-3,1926,10,0
11261,jgSHYVANA,"NA1_4187768437",4,-13,-7005,-0.6,-9204,-4,2551,10,0
11262,jgSHYVANA,"NA1_4187708966",31,35,18278,2,21142,3,1738,10,1
11263,jgSHYVANA,"NA1_4187741103",-13,-25,-12040,-1.4,-21347,-2,1492,10,0
11264,jgSHYVANA,"NA1_4187693327",8,-11,7780,1.2,12076,4,1425,10,1
11265,Rakannnnnn,"NA1_4262437995",-13,-28,-10981,-2.2,-8020,-4,1609,10,0
11266,Rakannnnnn,"NA1_4262421379",-17,-28,-20205,-2,-22511,-3,1630,10,0
11267,Rakannnnnn,"NA1_4256273807",-12,-22,-1723,-0.8,-3839,-4,1854,10,0
11268,Rakannnnnn,"NA1_4255442112",-18,-17,-11726,-2,-16962,-2,1619,10,0
11269,Rakannnnnn,"NA1_4251396529",17,21,9718,1.4,2807,0,1466,10,1
11270,Rakannnnnn,"NA1_4238454858",16,19,9175,0.6,14752,2,1809,10,1
11271,Rakannnnnn,"NA1_4238441145",8,7,6930,0.8,25709,0,1499,10,1
11272,Rakannnnnn,"NA1_4234634479",-3,-6,-7280,-0.8,-5983,-4,2478,10,0
11273,Rakannnnnn,"NA1_4234610686",-15,-12,-14147,-1.2,-22751,-3,1366,10,0
11274,Rakannnnnn,"NA1_4234566334",-26,-59,-9816,-2,5002,-5,1919,10,0
11275,Rakannnnnn,"NA1_4234543080",14,23,10251,1.2,5129,1,2018,10,1
11276,Rakannnnnn,"NA1_4232732840",2,9,-4972,-0.6,-11176,4,2421,10,0
11277,Rakannnnnn,"NA1_4231451543",14,12,12590,1,23435,-1,1858,10,1
11278,Rakannnnnn,"NA1_4231396213",-15,-25,-9445,-1.6,-11158,-3,1376,10,0
11279,Rakannnnnn,"NA1_4229238147",-9,-13,-11973,-1.8,-17773,-2,1090,10,0
11280,Rakannnnnn,"NA1_4229192296",13,13,10980,1.4,18787,4,1668,10,1
11281,Rakannnnnn,"NA1_4228272466",-14,-22,-7596,-0.4,-12453,-4,1989,10,0
11282,Rakannnnnn,"NA1_4215915633",20,20,8614,1.6,6349,3,1459,10,1
11283,Rakannnnnn,"NA1_4214843570",2,17,-5278,-0.4,-12638,-4,2081,10,0
11284,Rakannnnnn,"NA1_4214784334",24,30,10885,1.4,13505,3,1350,10,1
11285,Rakannnnnn,"NA1_4214618983",18,32,14956,1.2,12664,1,1410,10,1
11286,Rakannnnnn,"NA1_4214558913",-7,-7,-8372,-1.2,-14091,-2,1525,10,0
11287,Rakannnnnn,"NA1_4205637016",3,1,5005,1.2,12395,4,1693,10,1
